phase,cell_id,dataset,dataset_protocol,method,beta,alpha_dir,seed,aggregation,model_attack,reported_utility,metric_accuracy,metric_balanced_accuracy,metric_f1,metric_false_negatives,metric_false_positives,metric_false_positives_per_10000_benign,metric_fpr,metric_pr_auc,metric_precision,metric_recall,metric_roc_auc,metric_threshold,metric_true_negatives,metric_true_positives,comm_E2E_broadcast,comm_E2E_unicast,comm_aggregation_seconds,comm_downlink_broadcast,comm_downlink_unicast,comm_empty_rounds,comm_full_candidate_airtime_us,comm_max_client_seconds,comm_metadata_wire,comm_selected_airtime_us,comm_selected_uplink,comm_server_selection_seconds,comm_sum_client_CPU_seconds,comm_wall_clock_seconds
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,11,FedAvg,clean,honest,0.7645054407661268,0.5000499742399347,0.002437106047346324,89722,329,11.245594905642964,0.0011245594905642965,0.16234888470523123,0.2505694760820046,0.0012245079704336984,0.28447664857510296,0.64,292230,110,5690775,24125115,0.022391000002244255,2048260,20482600,0,48149121.0,13.591794799991476,25500,12360947.0,3617015,0.033423899996705586,103.6910246999687,145.8958470000034
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,123,FedAvg,clean,honest,0.763545690144381,0.49951145876144704,0.0029332627585902694,89699,719,24.576239322666538,0.002457623932266654,0.191546553299615,0.15610328638497653,0.0014805414551607445,0.43691824086346254,0.7,291840,133,5641349,24051686,0.02188610001030611,2045593,20455930,0,47492648.0,11.340711399996508,25500,10582243.0,3570256,0.03458639999735169,89.88712940001642,131.00974949999363
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,2026,FedAvg,clean,honest,0.7264815332996855,0.47529670800961177,0.002574837165390374,89697,14894,509.0938921721772,0.05090938921721772,0.18088551128035563,0.008982633575088163,0.0015028052364413572,0.3947891666409913,0.1,277665,135,5265508,23701792,0.02144350000889972,2048476,20484760,0,47964296.0,11.624869199989917,25500,11647371.0,3191532,0.03469880001284764,90.89351189997251,131.46993310000107
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,2027,FedAvg,clean,honest,0.7647695683214302,0.5003614369749354,0.00323574388865495,89686,264,9.023820836139036,0.0009023820836139035,0.2037458612068654,0.35609756097560974,0.001625256033484727,0.4732883842018626,0.72,292295,146,5237239,23673001,0.02189919999727863,2048418,20484180,0,47603093.0,13.181160699998145,25500,3459513.0,3163321,0.03463569999439642,104.30935940001655,145.2191010000097
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,2718,FedAvg,clean,honest,0.7643720694263202,0.5001055172028447,0.003252356298951281,89685,417,14.253535184355975,0.0014253535184355977,0.16909856386950475,0.26063829787234044,0.0016363879241250334,0.33388393412308337,0.49,292142,147,5438204,23857694,0.02257360000294284,2046610,20466100,0,47909257.0,13.34498750000057,25500,6683121.0,3366094,0.034689300002355594,105.42459769997367,146.01598159998684
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,314,FedAvg,clean,honest,0.7638385840670936,0.4996180215992602,0.0024522799575821845,89721,585,19.995966625535363,0.001999596662553536,0.17016639256201857,0.15948275862068967,0.0012356398610740048,0.32854976706080025,0.33,291974,111,5622609,24050532,0.023338499984674854,2047547,20475470,0,46767376.0,14.745007199988322,25500,9569357.0,3549562,0.035011299994948786,110.01536239993584,150.14700579999771
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,3407,FedAvg,clean,honest,0.762952056926026,0.4992507801431113,0.003649273992327731,89666,979,33.46333560068226,0.0033463335600682257,0.18672200896284535,0.14497816593886462,0.001847893846290854,0.41706119162162614,0.57,291580,166,5667409,24093037,0.023009600005025277,2047292,20472920,0,47856698.0,11.698284899997816,25500,6292105.0,3594617,0.03504070000417414,93.96022979997724,134.06967370000348
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,42,FedAvg,clean,honest,0.7560638194936596,0.49845173687676825,0.02357349970166752,88706,4573,156.31035107448412,0.015631035107448413,0.1765477912634069,0.1975785225478154,0.01253450886098495,0.36151218700722987,0.53,287986,1126,5423524,23829190,0.022723300011421088,2045074,20450740,0,47599893.0,13.86702960000548,25500,8844981.0,3352950,0.03529389998948318,96.74412510000911,136.37769990000743
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,777,FedAvg,clean,honest,0.7637025976029771,0.4997335657186915,0.003616875813245705,89668,690,23.584986276272478,0.002358498627627248,0.17423634142243138,0.1920374707259953,0.0018256300650102413,0.34799280265317944,0.74,291869,164,5712947,24133202,0.022871900007885415,2046695,20466950,0,48468063.0,12.443806299994321,25500,5183386.0,3640752,0.034681300006923266,100.96330839997245,141.92736529999092
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.2__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.2,0.5,9001,FedAvg,clean,honest,0.7616314191495093,0.49841084770001953,0.0037598093864078517,89660,1490,50.92989790093622,0.0050929897900936225,0.19760220708953452,0.10348977135980746,0.001914685190132692,0.2709479877279609,0.24,291069,172,5571582,23988552,0.022773100008635083,2046330,20463300,0,48109624.0,13.752733099998295,25500,5132393.0,3499752,0.035067800014076056,103.28249459998551,142.0483523000039
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,11,FedAvg,clean,honest,0.7652036789568792,0.5005062924526713,0.0024443358072974535,89722,62,2.1192306509114403,0.00021192306509114402,0.16806952693725868,0.6395348837209303,0.0012245079704336984,0.28455750898966936,0.83,292497,110,8236839,26679693,0.012846500030718744,2049206,20492060,0,48278152.0,5.4660561999553465,25500,19353647.0,6162133,0.011956100017414428,41.82770229995367,59.60482409996621
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,123,FedAvg,clean,honest,0.7648506371750381,0.5003989901878337,0.003148454042548474,89690,229,7.827480952559997,0.0007827480952559997,0.17246531144325397,0.38274932614555257,0.0015807284709235016,0.34807753123793533,0.62,292330,142,8954198,27382553,0.013588699999672826,2047595,20475950,0,48029350.0,5.357332800005679,25500,20761690.0,6881103,0.012009299964120146,39.48981900004583,56.93875730000582
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,2026,FedAvg,clean,honest,0.7626356268845239,0.5000236338882271,0.009169705041154509,89412,1354,46.28126292474339,0.004628126292474339,0.17508301632825168,0.23675310033821872,0.004675394068928667,0.36051113538272356,0.51,291205,420,8701040,27138764,0.012743000021146145,2048636,20486360,0,48374238.0,4.8043164999980945,25500,21949405.0,6626904,0.012031300015223678,36.552652899983514,53.42632040000899
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,2027,FedAvg,clean,honest,0.7626199361386643,0.501193587379513,0.015744274809160304,89106,1666,56.94577845836225,0.005694577845836224,0.23544067808558422,0.30351170568561875,0.00808175260486241,0.5305872576137554,0.5,290893,726,7723771,26164618,0.01322140001138905,2048983,20489830,0,47975539.0,5.185841500016977,25500,9257066.0,5649288,0.011671800006297417,39.49890270001197,55.99221299998317
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,2718,FedAvg,clean,honest,0.757520443734293,0.49560078970590077,0.0030106879421947915,89692,3030,103.56885277841393,0.010356885277841392,0.16581503748529758,0.04416403785488959,0.0015584646896428889,0.3147257064872379,0.48,289529,140,8600458,27027040,0.01369020002312027,2047398,20473980,0,48142935.0,5.335432399995625,25500,14983546.0,6527560,0.011803800036432222,40.35948009995627,57.04176870002266
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,314,FedAvg,clean,honest,0.7619844609313504,0.5003694563697907,0.013441005907538887,89212,1803,61.62859457408591,0.006162859457408591,0.17252084075599772,0.25588113908378046,0.006901772196989937,0.3303474688305015,0.28,290756,620,9107774,27538415,0.015436600006069057,2047849,20478490,0,47295301.0,5.620660799992038,25500,20005816.0,7034425,0.014197899967257399,40.93997930003388,57.65081209998607
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,3407,FedAvg,clean,honest,0.7653553561668553,0.5006285590873724,0.0025789813023855577,89716,10,0.3418113953082968,3.418113953082968e-05,0.1732200401041768,0.9206349206349206,0.0012912993142755365,0.3547760911915495,0.84,292549,116,9340915,27767083,0.01791899999807356,2047352,20473520,0,48245508.0,5.399609500040242,25500,15644324.0,7268063,0.014007099998707417,40.8439535000507,59.02448000000004
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,42,FedAvg,clean,honest,0.7652062940811891,0.5004732895145553,0.00224481858087459,89731,52,1.7774192556031434,0.00017774192556031432,0.19836394098322432,0.6601307189542484,0.0011243209546709413,0.3341347119417919,0.12,292507,101,8016648,26431899,0.015222099995298777,2046139,20461390,0,47691551.0,5.865233400014404,25500,11810563.0,5945009,0.018656199994438794,41.306650299993635,60.62924080000812
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,777,FedAvg,clean,honest,0.7537442042307481,0.4930557736649026,0.002542211300129229,89712,4454,152.2427954703154,0.015224279547031538,0.18179491818166962,0.026235242675994752,0.0013358268768367619,0.3946090522364463,0.31,288105,120,9148068,27567540,0.014697799990244675,2046608,20466080,0,48647042.0,4.91331370001717,25500,13207913.0,7075960,0.013769099998171441,38.718990100038354,55.266438200000266
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.4__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.4,0.5,9001,FedAvg,clean,honest,0.7611162396604523,0.49993318365726175,0.014116885219362149,89178,2169,74.13889164236957,0.007413889164236957,0.17741599259285928,0.2316684378320935,0.007280256478760352,0.3069061476355024,0.36,290390,654,7742253,26168574,0.012239899995620362,2047369,20473690,0,48104064.0,5.141690000018571,25500,8546368.0,5669384,0.012226799990457948,37.43370289995801,53.39122170001792
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,11,FedAvg,clean,honest,0.7646335818573136,0.5001337180317852,0.00243842965130456,89722,280,9.570719068632311,0.000957071906863231,0.16171748692560664,0.28205128205128205,0.0012245079704336984,0.2777854713815858,0.69,292279,110,9939232,28381978,0.014787900014198385,2049194,20491940,0,48084808.0,5.332126299996162,25500,20740475.0,7864538,0.012018999994324986,39.9629323999834,57.56474029998935
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,123,FedAvg,clean,honest,0.7649604723960554,0.5003782052606018,0.0026189340050825076,89714,163,5.571525743525237,0.0005571525743525238,0.18103998474544228,0.4199288256227758,0.0013135630955561492,0.37804050573614084,0.8,292396,118,12786569,31217426,0.017904700005601626,2047873,20478730,0,47886909.0,5.268476500008546,25500,30590271.0,10713196,0.011121899966383353,38.64964310004143,56.3301249000142
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,2026,FedAvg,clean,honest,0.7632031088597796,0.5030094695491054,0.023677826297913634,88734,1815,62.03876824845587,0.0062038768248455865,0.17831642878561266,0.3769309989701339,0.012222815923056372,0.3641839454556729,0.5,290744,1098,10105119,28540674,0.01471379998838529,2048395,20483950,0,48540200.0,4.771737800001574,25500,22144998.0,8031224,0.01151689999824157,35.265631500027666,52.52362219997303
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,2027,FedAvg,clean,honest,0.7646492726031732,0.5002828203540145,0.0032340953393584972,89686,310,10.596153254557201,0.00105961532545572,0.22601183869161323,0.3201754385964912,0.001625256033484727,0.5170438430419412,0.95,292249,146,10313169,28756122,0.016288300001178868,2049217,20492170,0,48345920.0,5.4229643999788095,25500,16012870.0,8238452,0.012169199995696545,40.53610779999872,57.754339699982665
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,2718,FedAvg,clean,honest,0.7650807681143124,0.5005416734250822,0.003107278800590383,89692,139,4.751178394785326,0.00047511783947853253,0.1741282704522862,0.5017921146953405,0.0015584646896428889,0.3549739559921363,0.77,292420,140,11377248,29807601,0.017164799995953217,2047817,20478170,0,48141522.0,5.554988300005789,25500,19855052.0,9303931,0.011803500005044043,41.69784169994091,59.0362821000017
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,314,FedAvg,clean,honest,0.7649029396612368,0.5003136077887126,0.0024633548229602426,89721,178,6.084242836487683,0.0006084242836487683,0.16817567778002954,0.38408304498269896,0.0012356398610740048,0.3230148661655228,0.56,292381,111,12488560,30918769,0.019281399981991854,2047801,20478010,0,47624548.0,5.3599470000044676,25500,23549723.0,10415259,0.01232920000620652,40.105125299953215,57.12628359999508
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,3407,FedAvg,clean,honest,0.7649447816501957,0.5003756646954298,0.002663027196165241,89712,171,5.844974859771875,0.0005844974859771875,0.1747172790475695,0.41237113402061853,0.0013358268768367619,0.3624475124615739,0.76,292388,120,12118838,30552143,0.016677400017215405,2048145,20481450,0,48030277.0,5.116524699966249,25500,22253883.0,10045193,0.011072199980844744,38.16174819997832,55.37172430004284
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,42,FedAvg,clean,honest,0.7651409159734408,0.5004652750852343,0.002443684187141778,89722,86,2.9395779996513522,0.0002939577999651352,0.1640917189321323,0.5612244897959183,0.0012245079704336984,0.2566006257303386,0.68,292473,110,10702794,29118954,0.016556500020669773,2046240,20462400,0,47625353.0,5.650763600016944,25500,15709091.0,8631054,0.018783400038955733,37.35612499999843,54.276974400017934
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,777,FedAvg,clean,honest,0.7250641359237011,0.4743588284632955,0.002504815127565301,89700,15433,527.5175263792944,0.052751752637929444,0.1713780922537629,0.008480565371024734,0.001469409564520438,0.34507083801224014,0.41,277126,132,12728308,31156537,0.017425100006221328,2047581,20475810,0,48544980.0,5.150131500013231,25500,22961591.0,10655227,0.010646700015058741,39.507769600000756,56.92824809998274
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.6__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.6,0.5,9001,FedAvg,clean,honest,0.7651356857248209,0.5005505654031843,0.002953061858874728,89699,111,3.7941064879220945,0.0003794106487922094,0.1667790435968587,0.5450819672131147,0.0014805414551607445,0.31816234915055924,0.88,292448,133,9355563,27788769,0.014915299994754605,2048134,20481340,0,48149378.0,5.200738300023659,25500,11865098.0,7281929,0.012731800001347438,38.030969800034654,54.49327270003414
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,11,FedAvg,clean,honest,0.7647251112081613,0.5001935350259642,0.0024393759632763035,89722,245,8.374379185053272,0.0008374379185053271,0.1722302645081896,0.30985915492957744,0.0012245079704336984,0.2953350575663523,0.73,292314,110,10221640,28664953,0.016015500004868954,2049257,20492570,0,47875005.0,5.523187999977381,25500,20659918.0,8146883,0.01318320000427775,43.757922100048745,62.241458299984515
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,123,FedAvg,clean,honest,0.7641576292329055,0.49995380386573746,0.0031833053320364313,89688,496,16.953845207291522,0.0016953845207291522,0.17722491645406652,0.225,0.0016029922522041143,0.3684368916203681,0.66,292063,144,15374324,33804542,0.03386059997865232,2047802,20478020,0,47958778.0,5.287935899999866,25500,35700469.0,13301022,0.010956399979477283,38.97497309993196,57.1706987000216
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,2026,FedAvg,clean,honest,0.7640373335146486,0.500237734749116,0.005247723414107115,89594,636,21.739204741607676,0.0021739204741607677,0.1707604664314516,0.2723112128146453,0.0026493899723929112,0.33829685903247325,0.47,291923,238,11854319,30288974,0.018750699957308825,2048295,20482950,0,48598566.0,5.2098570999951335,25500,27239162.0,9780524,0.011503800000355113,38.61137609999423,57.03621399997792
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,2027,FedAvg,clean,honest,0.7651775277137799,0.5006126223099014,0.003152823108861209,89690,104,3.554838511206287,0.00035548385112062864,0.22654304277744938,0.5772357723577236,0.0015807284709235016,0.5168872272005469,0.91,292455,142,12006745,30444928,0.019155100038915407,2048687,20486870,0,48452147.0,5.891827699953865,25500,22885091.0,9932558,0.013173200022720266,43.80124579997937,62.39138389999425
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,2718,FedAvg,clean,honest,0.7647224960838513,0.5003306739493576,0.0032350986040327943,89686,282,9.639081347693969,0.0009639081347693969,0.19809177060918906,0.3411214953271028,0.001625256033484727,0.4477100672916079,0.9,292277,146,13780068,32212473,0.020913799991831183,2048045,20480450,0,48159560.0,5.558812100010982,25500,26827969.0,11706523,0.013005700027861167,41.70652020000125,59.13211880001472
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,314,FedAvg,clean,honest,0.7649003245369269,0.5003273262851105,0.0025518695218018418,89717,183,6.255148534141831,0.0006255148534141832,0.16921129700022775,0.3859060402684564,0.0012801674236352302,0.3289097189605005,0.58,292376,115,14113426,32545975,0.03158400000393158,2048061,20480610,0,48238008.0,5.465188999987731,25500,28542882.0,12039865,0.01339360000565648,40.376847599945904,57.76404440001352
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,3407,FedAvg,clean,honest,0.7643066913185719,0.5000319356716822,0.003075051158674852,89693,434,14.83461455638008,0.0014834614556380082,0.17732172610234292,0.2425828970331588,0.0015473327990025826,0.37253104996953207,0.58,292125,139,14108472,32536008,0.03029229999083327,2047504,20475040,0,48089308.0,5.344017299983534,25500,29105947.0,12035468,0.013364500002353452,40.93420459988556,59.0176679000142
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,42,FedAvg,clean,honest,0.758707710171003,0.4963342758014708,0.002788405421178912,89703,2565,87.67462289657813,0.008767462289657812,0.18739492078773917,0.04788418708240535,0.0014360138925995191,0.2701366968858288,0.19,289994,129,12528314,30941684,0.020229500019922853,2045930,20459300,0,47853399.0,5.816717299996526,25500,18447296.0,10456884,0.016042499999457505,39.11815049999859,56.72921819999465
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,777,FedAvg,clean,honest,0.7642073165947944,0.49993227951148117,0.0028753110312413604,89702,463,15.82586760277414,0.0015825867602774141,0.1741195898011953,0.21922428330522767,0.0014471457832398254,0.33905087890578356,0.72,292096,130,14950316,33375431,0.030218999992939644,2047235,20472350,0,48707732.0,5.27008800002659,25500,32731637.0,12877581,0.012394900011713617,41.63262360005319,59.49449210002058
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b0.8__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,0.8,0.5,9001,FedAvg,clean,honest,0.763383552437165,0.5021168897344604,0.01814393610556472,88996,1484,50.72481106375125,0.005072481106375124,0.1961587862244506,0.3603448275862069,0.009306260575296108,0.44674720102485,0.58,291075,836,10063489,28500367,0.015373400005046278,2048542,20485420,0,48268378.0,5.070812300036778,25500,14930770.0,7989447,0.011740999994799495,38.44910079994588,55.10772700000962
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed11,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,11,FedAvg,clean,honest,0.7366020643791302,0.48378520624382265,0.012180889146062787,89211,11510,393.4249159998496,0.03934249159998496,0.16744000501691925,0.05119116313576787,0.0069129040876302434,0.29605192582623563,0.32,281049,621,10940334,29389227,0.02173620000394294,2049877,20498770,0,48137330.0,5.483686800012947,25500,19419164.0,8864957,0.01081990003149258,41.54049899998063,58.59697489999235
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed123,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,123,FedAvg,clean,honest,0.7649709328932951,0.5007283045510894,0.004585377739873957,89625,248,8.476922603645761,0.0008476922603645761,0.1872118728567536,0.45494505494505494,0.0023043013625434145,0.39508769313197295,0.84,292311,207,16607699,35041220,0.04439879997516982,2048169,20481690,0,48198047.0,5.18014599999151,25500,39090270.0,14534030,0.012431899995135609,37.99056800004473,55.27491340000415
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed2026,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,2026,FedAvg,clean,honest,0.7643877601721798,0.5009642869802985,0.008081030496531983,89465,631,21.568299043953527,0.0021568299043953527,0.1734728129682683,0.36773547094188375,0.004085403864992431,0.3486121708601192,0.5,291928,367,14066330,32503649,0.03715840000950266,2048591,20485910,0,48446997.0,4.860653999981878,25500,30234701.0,11992239,0.011829100003524218,36.05482399992616,52.88395899999159
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed2027,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,2027,FedAvg,clean,honest,0.7646597331004129,0.5002819428052334,0.0031900753212228622,89688,304,10.391066417372222,0.0010391066417372223,0.23943358657831076,0.32142857142857145,0.0016029922522041143,0.5409916232347711,0.95,292255,144,13040157,31479618,0.028256799996597692,2048829,20488290,0,48405903.0,5.414149900003395,25500,24699228.0,10965828,0.012527800019597635,38.89185100004397,55.60675349998928
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed2718,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,2718,FedAvg,clean,honest,0.7650023143850143,0.5004556897206934,0.002907138022480388,89701,160,5.468982324932749,0.0005468982324932748,0.17777496960247824,0.45017182130584193,0.0014582776738801318,0.373167285944048,0.74,292399,131,13645749,32076219,0.02708269998402102,2047830,20478300,0,48092473.0,5.480473900031939,25500,26726789.0,11572419,0.012175100004242267,41.34152610004094,58.43896609998774
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed314,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,314,FedAvg,clean,honest,0.7647904893159096,0.5002401183387214,0.0024621800275054346,89721,221,7.554031836313359,0.0007554031836313359,0.1691596954604054,0.33433734939759036,0.0012356398610740048,0.32784157208623754,0.54,292338,111,14586313,33018205,0.0359507999746711,2047988,20479880,0,48192276.0,5.469448099989677,25500,29894771.0,12512825,0.013051700014329981,40.38031700003194,57.04603470001166
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed3407,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,3407,FedAvg,clean,honest,0.7651356857248209,0.5005042827430609,0.00268733620574779,89711,99,3.3839328135521383,0.0003383932813552138,0.17236450800057376,0.55,0.0013469587674770683,0.35071912456058707,0.75,292460,121,16016780,34448834,0.040863300040655304,2048006,20480060,0,47937768.0,5.164115400009905,25500,34514070.0,13943274,0.012775999981386121,37.49249730003794,54.06038019999687
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed42,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,42,FedAvg,clean,honest,0.7569895734993763,0.4952114253678831,0.002768745372009916,89703,3222,110.13163156833322,0.011013163156833322,0.19385162792429952,0.03849597135183527,0.0014360138925995191,0.26579950242339545,0.19,289337,129,12750885,31163175,0.019628100024419837,2045810,20458100,0,48019016.0,5.616770099986752,25500,18674000.0,10679575,0.012564000018755905,37.656942399982654,54.258264600015536
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed777,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,777,FedAvg,clean,honest,0.7645472827550858,0.5001390293650572,0.002791099493836322,89706,329,11.245594905642964,0.0011245594905642965,0.17561917528502388,0.27692307692307694,0.0014026182206786,0.36725329145219276,0.59,292230,126,16261705,34691005,0.03917050001473399,2047700,20477000,0,48742522.0,5.175935900013428,25500,33357218.0,14188505,0.013115099987771828,39.8140889000133,56.76502850001998
primary,PRIMARY__CICIDS2017_COVERAGE_R1__CB-Score__b1.0__seed9001,CICIDS2017,CICIDS2017_COVERAGE_R1,CB-Score,1.0,0.5,9001,FedAvg,clean,honest,0.7643040761942619,0.500057224833111,0.0032293740322937403,89686,442,15.108063672626718,0.0015108063672626718,0.21581033989210066,0.24829931972789115,0.001625256033484727,0.49756350867748655,0.76,292117,146,10976051,29404604,0.02594849997694837,2047617,20476170,0,48108305.0,4.925927999996929,25500,17700989.0,8902934,0.013123900003847666,37.573923600051785,53.590862499979266
